mode,load,0_alexnet-2,1_efficientnet_b6-8,2_vgg16-2
mps-uncap,0.8,2.7704238891601562,48.976516723632834,7.2509288787841815
mps-uncap,0.9,4.618191719055179,85.52889823913574,16.804695129394535
mps-uncap,1.0,30.673885345459,937.7311229705812,250.6046533584595
mps-uncap,0.5,1.0452985763549802,14.608025550842283,2.3462295532226567
mps-uncap,0.6,1.5721321105957031,19.249534606933594,3.506708145141605
mps-uncap,0.7,1.7669200897216797,28.542184829711914,4.792213439941404
mps-uncap,0.1,0.05841255187988281,0.07193088531494142,0.0680685043334961
mps-uncap,0.2,0.34356117248535156,11.859893798828125,0.7582664489746096
mps-uncap,0.3,0.719261169433594,11.388731002807624,1.3356208801269533
mps-uncap,0.4,0.8685588836669922,12.787199020385744,1.7638206481933592
