mode,load,0_densenet169-16,1_resnet152-2,2_resnet50-8
mps-uncap,0.8,561.9739982221918,109.65554257882128,906.309941585328
mps-uncap,0.9,621.2852327090515,114.52763096997063,991.8689041068617
mps-uncap,1.0,689.3061588920149,110.81126610568874,985.7614498887293
mps-uncap,0.5,352.36069143695914,67.8727467315494,553.2372853366928
mps-uncap,0.6,421.2964530159292,83.53159023126555,650.1156909748529
mps-uncap,0.7,497.42888139724016,93.55642997628992,752.5194979533518
mps-uncap,0.1,63.977668674276075,13.306416969683424,113.56320379648942
mps-uncap,0.2,135.27645740845836,26.68639029969554,223.36294846703612
mps-uncap,0.3,207.81160089926104,40.588536248302525,320.52081378355797
mps-uncap,0.4,269.6773002605123,56.21298202348296,431.97904997388883
