mode,load,0_densenet169-16,1_resnet152-2,2_resnet50-8
mps-uncap,0.8,16.776323318481445,13.128042221069336,4.710674285888672
mps-uncap,0.9,16.937971115112305,13.350725173950195,4.820585250854492
mps-uncap,1.0,17.276525497436523,13.181209564208984,4.930257797241211
mps-uncap,0.5,16.52979850769043,13.05699348449707,4.625082015991211
mps-uncap,0.6,16.583919525146484,13.049602508544922,4.678249359130859
mps-uncap,0.7,16.724348068237305,13.28587532043457,4.648447036743164
mps-uncap,0.1,16.870737075805664,13.318538665771484,4.765510559082031
mps-uncap,0.2,16.82281494140625,13.12565803527832,4.729270935058594
mps-uncap,0.3,17.019987106323242,13.221502304077148,4.686832427978516
mps-uncap,0.4,16.804933547973633,13.136863708496094,4.681825637817383
