mode,load,0_resnet34-16,1_resnet34-16,2_resnet34-16,3_resnet34-16
mig,0.1,139.93947625913324,134.8527794974178,150.83471546991458,76.80236294276536
mig,0.2,277.50965159426363,298.6571504002958,275.17989680731785,144.02025551434198
mig,0.3,409.7321106172816,418.29176472593696,401.14011627073097,210.70038436848662
mig,0.4,571.157873277348,559.8989847622885,571.3938103123816,302.7640226055716
mig,0.5,684.7998251804192,704.1004496965325,691.0826221280781,359.6723226383243
mig,0.6,876.4381098437229,848.0803793967988,842.030304440024,451.0771312622585
mig,0.7,983.4497142750736,1003.0922747139563,979.5797321521511,513.561133360825
mig,0.9,1293.851129313417,1270.2923550569046,1267.4857342985226,657.2946896085497
mig,1.0,1392.0120199246423,1416.8800067034176,1419.796881909034,728.8390429462511
mig,0.8,1123.6669446533872,1125.2785971154447,1111.479333035182,601.7698310506163
