mode,load,0_densenet201-16,1_inception_v3-32,2_resnet18-8
mps-uncap,0.8,86.98453903198246,120.71652412414558,28.752899169921864
mps-uncap,0.9,768.260622024536,2091.677379608154,37.51769065856934
mps-uncap,1.0,7581.675481796265,4441.022634506225,6157.423472404481
mps-uncap,0.5,24.63204860687256,18.276500701904308,4.435920715332033
mps-uncap,0.6,36.32926940917969,32.25469589233398,5.3539514541626
mps-uncap,0.7,55.031991004943855,60.00556945800796,7.1138143539428755
mps-uncap,0.1,0.05955696105957034,1.2021064758300792,0.05125999450683594
mps-uncap,0.2,10.105037689208979,10.99400520324707,2.464890480041504
mps-uncap,0.3,12.477302551269533,12.122201919555662,3.6867618560791025
mps-uncap,0.4,19.617795944213867,13.560771942138672,3.867626190185547
