mode,load,0_densenet201-16,1_inception_v3-32,2_resnet18-8
mps-uncap,0.8,350.95626425157013,1433.189346501148,1452.4073486125067
mps-uncap,0.9,418.1063008870633,1506.7518734601124,1624.7006800315685
mps-uncap,1.0,400.43288130153866,1600.3633262974674,1601.154811662148
mps-uncap,0.5,229.78574075233283,856.778322085417,868.9645555308047
mps-uncap,0.6,266.99489482546727,1045.8581757982329,1078.5658291160419
mps-uncap,0.7,300.02001644887287,1260.4085031539894,1252.782171494397
mps-uncap,0.1,41.13305586205854,162.87229156992848,183.15103168316946
mps-uncap,0.2,85.974297026453,366.7901829484129,353.90908046521804
mps-uncap,0.3,120.8473455336882,520.0528850822402,534.3021041801547
mps-uncap,0.4,169.35835084161545,717.8678064325896,711.0305607965744
