mode,load,0_mobilenet_v2-2,1_resnet152-32,2_vgg11-16
mps-uncap,0.8,2.2585391998291016,24.99079704284668,5.442142486572266
mps-uncap,0.9,2.254486083984375,25.420427322387695,5.429506301879883
mps-uncap,1.0,3.1881332397460938,39.50214385986328,5.582094192504883
mps-uncap,0.5,2.2742748260498047,24.832963943481445,5.368709564208984
mps-uncap,0.6,2.2606849670410156,24.833202362060547,5.39708137512207
mps-uncap,0.7,2.254486083984375,25.195837020874023,5.386829376220703
mps-uncap,0.1,2.2971630096435547,24.814844131469727,5.376338958740234
mps-uncap,0.2,2.304553985595703,24.778366088867188,5.405187606811523
mps-uncap,0.3,2.322673797607422,24.808406829833984,5.371570587158203
mps-uncap,0.4,2.2797584533691406,24.863481521606445,5.384683609008789
