mode,load,0_mobilenet_v2-2,1_resnet152-32,2_vgg11-16
mps-uncap,0.8,133.3966353526731,340.866354799744,1597.3477274794907
mps-uncap,0.9,152.97828040110798,373.008673162757,1821.9778496596161
mps-uncap,1.0,154.43509959515438,448.02264878687197,2002.2237343590373
mps-uncap,0.5,82.07774787895744,211.70039026247892,1043.4846069515108
mps-uncap,0.6,101.20899167595945,258.6867340878361,1170.2842938073522
mps-uncap,0.7,118.29990339274161,306.85887955581194,1386.477596074835
mps-uncap,0.1,15.709395470370138,43.52673619132506,203.52286771233003
mps-uncap,0.2,34.6957826338682,92.21416935880991,395.8589891601962
mps-uncap,0.3,51.24580153681934,121.3930045962232,591.0724932669034
mps-uncap,0.4,66.71977764309926,171.4996877921697,809.8553602429768
