mode,load,0_mobilenet_v2-2,1_resnet152-32,2_vgg11-16
mps-uncap,0.8,6.12795352935791,50.06110668182373,7.080435752868652
mps-uncap,0.9,8.65018367767334,63.28725814819336,7.349729537963867
mps-uncap,1.0,12.64941692352295,71.58303260803223,7.666587829589844
mps-uncap,0.5,5.690813064575195,35.05444526672363,5.549192428588867
mps-uncap,0.6,5.644679069519043,37.12475299835205,5.655169486999512
mps-uncap,0.7,5.817651748657227,41.6104793548584,5.7964324951171875
mps-uncap,0.1,5.951404571533203,24.932146072387695,5.468130111694336
mps-uncap,0.2,5.91588020324707,25.18641948699951,5.486011505126953
mps-uncap,0.3,5.842924118041992,29.280662536621094,5.459070205688477
mps-uncap,0.4,5.710005760192871,30.444860458374023,5.498290061950684
