mode,load,0_mobilenet_v2-2,1_resnet152-32,2_vgg11-16
mps-uncap,0.8,55.4914331436157,217.4208235740662,57.16239213943483
mps-uncap,0.9,127.02339172363283,488.3163690567016,89.053258895874
mps-uncap,1.0,4890.062005519867,2065.1296377182007,2197.422697544098
mps-uncap,0.5,21.044576168060257,108.13522338867188,24.195737838745103
mps-uncap,0.6,25.024597644805915,138.68758678436282,29.106824398040697
mps-uncap,0.7,40.85137844085695,172.14387893676738,42.93168067932112
mps-uncap,0.1,11.830873489379883,37.762885093688965,10.352380275726308
mps-uncap,0.2,13.669614791870108,48.96426916122439,13.460755348205568
mps-uncap,0.3,14.918301105499253,73.4259128570557,16.28211498260502
mps-uncap,0.4,16.4367127418518,85.67955493926999,17.068004608154318
