mode,load,0_densenet201-16,1_efficientnet_b6-8,2_mobilenet_v3_large-2
mps-uncap,1.0,579.6594294962057,351.66485829360687,349.82077164411146
mig,1.0,546.2091392719793,226.57101127295869,410.51639626436116
