mode,load,0_densenet169-32,1_resnet101-8,2_vgg16-4
mps-uncap,0.8,577.9674817271795,264.532449322999,497.53592009583775
mps-uncap,0.9,644.5905796715198,279.4746743637685,541.8101102206342
mps-uncap,1.0,714.3289852148154,314.02848102305063,602.1336070932257
mps-uncap,0.5,335.5917115078182,163.01560213727706,309.06660885220003
mps-uncap,0.6,407.3091394487817,200.6841680559548,372.47273078693763
mps-uncap,0.7,526.0995652064282,223.7660962664365,425.93012044663544
mps-uncap,0.1,63.26635756691488,29.12364413100476,59.13480657598034
mps-uncap,0.2,128.09685078063538,65.54638500537429,122.48287646132677
mps-uncap,0.3,215.27742463068535,102.98627861494904,184.70887823783417
mps-uncap,0.4,270.25488032583957,131.02983043231782,250.02704781225185
