mode,load,0_densenet169-32,1_resnet101-8,2_vgg16-4
mps-uncap,0.8,117.79208183288574,59.46969985961914,20.77794075012207
mps-uncap,0.9,197.0180034637452,78.58920097351076,34.54291820526123
mps-uncap,1.0,2361.4117622375484,252.88388729095468,150.20148754119873
mps-uncap,0.5,52.300500869751026,22.353172302246097,8.60886573791504
mps-uncap,0.6,61.74242496490483,26.943778991699226,10.824060440063477
mps-uncap,0.7,85.14080047607422,35.01472473144531,13.742232322692871
mps-uncap,0.1,25.893449783325195,13.826918601989746,3.9613485336303706
mps-uncap,0.2,31.242179870605472,16.882658004760746,4.9503564834594735
mps-uncap,0.3,35.673666000366204,19.56853866577149,5.866050720214844
mps-uncap,0.4,39.36123847961426,21.534776687622077,7.167005538940431
