mode,load,0_efficientnet_b6-32,1_vgg16-2,2_vgg19-16
mps-uncap,1.0,56.0610294342041,3.5915374755859375,16.69454574584961
mig,1.0,81.90250396728516,6.602287292480469,41.14484786987305
