mode,load,0_vgg16-16,1_inception_v3-4,2_resnet18-4
mig,0.1,19.60169315338135,27.75142669677733,6.2503910064697115
mig,0.2,31.58074855804451,26.004190444946317,8.834826946258547
mig,0.3,37.38205909729001,26.959562301635785,11.764955520629885
mig,0.4,47.859156131744385,27.810659408569347,12.770128250122054
mig,0.5,80.86769819259636,34.594502449035645,11.829848289489734
mig,0.6,84.39422130584728,43.80040168762207,11.308670043945309
mig,0.7,130.88618516921943,82.87329912185668,15.105049610137932
mig,0.8,190.43351650238034,163.7230587005615,36.05245351791392
mig,0.9,743.5012197494507,993.6011505126954,52.289800643920884
mig,1.0,2895.7442474365234,11327.908039093018,279.5788860321043
mig,1.1,19699.401907920834,22831.87914133072,12908.515357971191
mig,1.2,19479.05366897583,27445.642244815826,17773.451175689697
mig,1.3,27106.731052398678,35342.31527328491,27318.038902282715
mig,1.4,34973.87145996094,40948.43313694,32494.3165922165
mig,1.5,40658.51454496384,46597.54251480102,39321.59715652466
ts,0.1,21.74129486083985,23.366773128509514,5.942807197570806
ts,0.2,14.469349384307861,27.00622081756586,9.837074279785158
ts,0.3,64.34684514999388,24.182200431823766,15.741910934448246
ts,0.4,35.59019565582277,29.301743507385254,14.954195022583042
ts,0.5,65.35716056823729,43.217763900756836,25.88314056396484
ts,0.6,109.34722900390626,57.01427459716781,78.09003591537468
ts,0.7,375.84834575653076,141.6567087173462,1947.4153518676758
ts,0.8,813.8328790664673,1662.6885604858398,36944.693922996514
ts,0.9,9092.12993144989,14440.694797039032,50234.99222755432
ts,1.0,22739.12739753723,24104.269552230835,55478.280944824226
ts,1.1,29356.57181739807,33245.92399597168,61407.513182163246
ts,1.2,36218.91129016877,40558.83535385132,65821.83262825011
ts,1.3,45340.312633514404,47875.79261779785,71397.35543727875
ts,1.4,48465.68497180939,50655.79503059387,74228.17211151123
ts,1.5,52993.180565834045,56065.56605815888,76984.58109378815
mps-uncap,0.1,10.5664014816284,27.264285087585446,8.025121688842754
mps-uncap,0.2,10.569229125976555,27.181329727172805,11.63178920745848
mps-uncap,0.3,10.400421619415283,28.34286212921141,13.889377117156997
mps-uncap,0.4,15.14055728912352,35.023386478424136,17.385334968566905
mps-uncap,0.5,16.741502285003612,58.15878868103029,22.158336639404112
mps-uncap,0.6,19.60942268371582,89.67504501342782,33.708782196044936
mps-uncap,0.7,26.19296073913573,299.124240875244,70.25548219680782
mps-uncap,0.8,26.87858343124393,10295.13669013977,116.01865291595458
mps-uncap,0.9,29.322748184204112,25761.949169635773,289.44127559661865
mps-uncap,1.0,41.58091545104976,39478.227570056915,12061.894302368164
mps-uncap,1.1,47.7962875366212,50808.80795478821,35580.836362838745
mps-uncap,1.2,55.15432357788073,61668.057193756096,45308.67169380187
mps-uncap,1.3,67.52907276153564,70500.11627197266,54411.92823886871
mps-uncap,1.4,97.90024518966678,79419.54765319824,64584.22389030457
mps-uncap,1.5,155.04868030548099,83455.51431179047,74822.91935443878
