mode,load,0_vgg16-16,1_inception_v3-4,2_resnet18-4
mig,0.1,26.899623870849613,27.793741226196293,7.079601287841797
mig,0.2,35.94086170196534,24.83506202697754,8.731508255004885
mig,0.3,38.67185115814212,22.352647781372074,9.892702102661133
mig,0.4,42.48495101928712,22.608661651611328,9.069252014160158
mig,0.5,60.63346862792968,26.78303718566895,7.754039764404307
mig,0.6,60.537600517272956,33.35194587707519,8.095169067382814
mig,0.7,85.34526824951172,56.25102519989013,9.532904624938963
mig,0.8,118.79198551177981,112.92672157287602,16.310572624206543
mig,0.9,393.76592636108404,591.1535263061526,32.67006874084473
mig,1.0,2567.782640457153,10634.0833902359,222.70832061767572
mig,1.1,17990.19165039063,20840.20826816559,11768.989562988281
mig,1.2,17761.177921295166,24760.54275035858,16153.578805923462
mig,1.3,24858.114385604862,32376.508235931396,24829.879760742188
mig,1.4,32009.384822845463,37115.82055091858,29396.055388450623
mig,1.5,37135.997080802925,42523.0535030365,35565.29579162598
ts,0.1,29.253721237182617,25.737762451171875,6.972718238830566
ts,0.2,19.616127014160156,25.864148139953613,8.86697769165039
ts,0.3,49.34515953063965,22.676801681518562,11.487531661987308
ts,0.4,31.704568862915032,23.14605712890625,10.302639007568363
ts,0.5,48.02584648132324,29.31439876556397,13.545727729797365
ts,0.6,71.60778045654298,37.450551986694336,34.15415287017824
ts,0.7,193.57523918151892,86.50670051574713,1568.310260772705
ts,0.8,568.7510013580321,1483.0570697784424,33019.61374282837
ts,0.9,8689.370274543762,13229.50530052185,45514.77775573731
ts,1.0,20737.395811080936,21743.35963726044,50566.42503738403
ts,1.1,26843.6439037323,30107.75375366211,55909.4820022583
ts,1.2,32476.85775756836,36876.46908760071,59865.46130180359
ts,1.3,41427.25884914398,43797.83349037172,64872.51138687134
ts,1.4,43881.836223602295,46018.58658790589,67462.04662322998
ts,1.5,48393.676710128784,50775.20270347596,70110.95702648163
mps-uncap,0.1,16.475486755371094,28.50043773651123,8.456945419311523
mps-uncap,0.2,13.744354248046875,25.275611877441413,9.838581085205078
mps-uncap,0.3,14.235830307006836,24.539232254028327,11.031317710876467
mps-uncap,0.4,16.547346115112305,26.50847434997559,11.261653900146483
mps-uncap,0.5,18.280911445617676,35.689640045166016,11.796808242797871
mps-uncap,0.6,20.0850248336792,61.81740760803223,15.936827659606932
mps-uncap,0.7,21.260452270507812,163.83137702941903,27.24325656890869
mps-uncap,0.8,22.71051406860352,9138.597011566162,56.44488334655762
mps-uncap,0.9,25.98409652709962,23358.473896980286,199.22327995300293
mps-uncap,1.0,28.163433074951172,36273.19843769074,11194.52109336853
mps-uncap,1.1,34.78846549987793,46178.96957397461,31987.570190429688
mps-uncap,1.2,38.91286849975587,56213.80546092988,41398.00434112549
mps-uncap,1.3,45.08833885192871,63807.13996887207,49553.59988212586
mps-uncap,1.4,59.29980278015138,71260.3720664978,57871.71530723572
mps-uncap,1.5,84.6095085144043,74851.9526720047,66990.4194355011
