mode,load,0_vgg16-16,1_inception_v3-4,2_resnet18-4
mig,0.1,59.50784683227539,59.28659439086914,18.125534057617188
mig,0.2,73.30179214477539,48.407793045043945,19.82712745666504
mig,0.3,81.13265037536621,49.86214637756348,24.729013442993164
mig,0.4,110.00990867614746,54.46004867553711,39.145708084106445
mig,0.5,151.4441967010498,76.17950439453125,30.25078773498535
mig,0.6,163.26904296875,89.88833427429199,26.03912353515625
mig,0.7,227.19120979309082,157.65619277954102,46.957969665527344
mig,0.8,303.3761978149414,228.654146194458,58.18510055541992
mig,0.9,901.1366367340088,1124.1514682769775,80.40976524353027
mig,1.0,2982.0756912231445,11469.77949142456,317.9740905761719
mig,1.1,19918.95031929016,23088.245391845703,13047.824144363403
mig,1.2,19646.361589431763,27660.44020652771,17910.624265670776
mig,1.3,27551.539659500122,35686.00153923035,27589.22505378723
mig,1.4,35411.24486923218,41307.003021240234,32812.854290008545
mig,1.5,41265.50769805908,47117.59853363037,39691.09773635864
ts,0.1,54.20827865600586,56.89263343811035,17.231464385986328
ts,0.2,49.99399185180664,52.514076232910156,22.109031677246094
ts,0.3,127.90799140930176,55.88650703430176,39.003610610961914
ts,0.4,89.13707733154297,74.13101196289062,34.61766242980957
ts,0.5,142.40598678588867,92.7891731262207,75.55842399597168
ts,0.6,209.66482162475586,96.25911712646484,122.24197387695312
ts,0.7,591.8562412261963,211.02118492126465,2037.4178886413574
ts,0.8,921.8502044677734,1730.5598258972168,37383.70418548584
ts,0.9,9303.663969039917,14511.479616165161,50754.15515899658
ts,1.0,23089.839935302734,24276.122331619263,56017.882108688354
ts,1.1,29603.09624671936,33523.18048477173,62095.37744522095
ts,1.2,36412.73808479309,41021.81625366211,66432.84463882446
ts,1.3,45805.66430091858,48519.49095726013,72123.93879890442
ts,1.4,48908.12873840332,51121.13952636719,74947.65162467957
ts,1.5,53400.325775146484,56625.82182884216,77753.5765171051
mps-uncap,0.1,44.107913970947266,64.98551368713379,26.870250701904297
mps-uncap,0.2,30.57694435119629,52.69503593444824,34.00063514709473
mps-uncap,0.3,36.525726318359375,63.690185546875,37.343502044677734
mps-uncap,0.4,35.11643409729004,85.67023277282715,36.96608543395996
mps-uncap,0.5,51.2547492980957,147.0036506652832,56.0305118560791
mps-uncap,0.6,52.7338981628418,140.4588222503662,74.68414306640625
mps-uncap,0.7,61.00153923034668,402.4925231933594,185.13751029968262
mps-uncap,0.8,61.789751052856445,10438.458442687988,187.49165534973145
mps-uncap,0.9,71.1665153503418,25994.652271270752,350.97455978393555
mps-uncap,1.0,113.80553245544434,39843.12105178833,12175.554990768433
mps-uncap,1.1,84.99503135681152,51271.026849746704,35894.92106437683
mps-uncap,1.2,109.83133316040039,62329.378604888916,45711.71593666077
mps-uncap,1.3,140.38467407226562,71057.56378173828,54852.66351699829
mps-uncap,1.4,164.26348686218262,80188.01712989807,65160.74085235596
mps-uncap,1.5,227.0965576171875,84051.29384994507,75382.08103179932
