mode,load,0_vgg16-16,1_inception_v3-4,2_resnet18-4
mig,0.1,0.09226799011230469,0.059604644775390625,0.05626678466796875
mig,0.2,0.0795125961303711,0.05650520324707031,0.055789947509765625
mig,0.3,0.05424022674560547,0.053882598876953125,0.057697296142578125
mig,0.4,0.05841255187988281,0.06628036499023438,0.06937980651855469
mig,0.5,1.2662410736083984,2.529621124267578,0.26345252990722656
mig,0.6,5.910396575927734,5.869150161743164,0.9419918060302734
mig,0.7,15.341043472290039,12.853860855102539,1.6781091690063477
mig,0.8,26.31556987762451,30.90500831604004,3.10671329498291
mig,0.9,91.9034481048584,231.84800148010254,7.441520690917969
mig,1.0,1458.7912559509277,6153.471231460571,143.2361602783203
mig,1.1,8998.893737792969,12041.192531585693,6426.5406131744385
mig,1.2,9525.36129951477,13586.751699447632,9022.86148071289
mig,1.3,13685.49132347107,18043.686628341675,13722.586631774902
mig,1.4,16333.85181427002,20991.54484272003,16262.999892234802
mig,1.5,19484.19761657715,23609.87377166748,19811.364889144897
ts,0.1,0.08869171142578125,0.05793571472167969,0.05269050598144531
ts,0.2,0.08320808410644531,0.0514984130859375,0.05173683166503906
ts,0.3,0.042438507080078125,0.05173683166503906,0.053882598876953125
ts,0.4,0.052928924560546875,0.05602836608886719,0.17213821411132812
ts,0.5,0.05626678466796875,3.0657052993774414,1.1010169982910156
ts,0.6,4.743695259094238,6.691455841064453,3.7958621978759766
ts,0.7,34.26706790924072,22.463560104370117,935.07981300354
ts,0.8,209.6543312072754,1093.384027481079,18551.043272018433
ts,0.9,6665.020823478699,6944.079518318176,25175.44960975647
ts,1.0,12125.947713851929,11898.606181144714,27910.18044948578
ts,1.1,14097.620725631714,17069.844245910645,30910.33172607422
ts,1.2,18615.477323532104,20051.305890083313,33215.34729003906
ts,1.3,23353.093028068542,24326.181411743164,35916.696310043335
ts,1.4,24761.300325393677,25370.275020599365,37401.24559402466
ts,1.5,27186.434149742126,28433.907866477966,38844.422459602356
mps-uncap,0.1,0.08940696716308594,0.05650520324707031,0.05269050598144531
mps-uncap,0.2,0.08296966552734375,0.0514984130859375,0.0514984130859375
mps-uncap,0.3,0.06341934204101562,0.05340576171875,0.053882598876953125
mps-uncap,0.4,0.05221366882324219,0.06711483001708984,0.12302398681640625
mps-uncap,0.5,0.052928924560546875,4.665851593017578,0.5345344543457031
mps-uncap,0.6,0.05269050598144531,12.17198371887207,1.4171600341796875
mps-uncap,0.7,0.05173683166503906,45.870065689086914,3.1888484954833984
mps-uncap,0.8,0.051021575927734375,4393.348693847656,9.702205657958984
mps-uncap,0.9,0.053882598876953125,12890.63549041748,48.493027687072754
mps-uncap,1.0,0.05888938903808594,20005.653381347656,6156.308650970459
mps-uncap,1.1,3.468632698059082,25334.55181121826,18264.857053756714
mps-uncap,1.2,5.035400390625,31345.42691707611,22855.7026386261
mps-uncap,1.3,7.221698760986328,34304.02088165283,25821.28918170929
mps-uncap,1.4,10.67495346069336,39039.49332237244,31613.731384277344
mps-uncap,1.5,15.320658683776855,41424.74925518036,36973.50215911865
