mode,load,0_resnet101-2,1_resnet101-2,2_resnet101-2,3_resnet101-2
mig,0.1,8.971929550170898,9.079456329345703,9.155750274658203,11.985063552856445
mig,0.2,9.142875671386719,9.232521057128906,9.254932403564453,12.14742660522461
mig,0.3,9.297609329223633,9.06682014465332,9.252071380615234,12.140035629272461
mig,0.4,9.209632873535156,9.235143661499023,9.346246719360352,12.175798416137695
mig,0.5,9.233713150024414,9.11712646484375,9.33218002319336,12.160778045654297
mig,0.7,9.240865707397461,9.246349334716797,9.250164031982422,12.063264846801758
mig,0.8,9.385824203491211,9.054899215698242,9.128570556640625,12.033224105834961
mig,0.9,9.101390838623047,9.159326553344727,9.171724319458008,11.993408203125
mig,1.0,6.472110748291016,6.554603576660156,6.535768508911133,11.451005935668945
mig,0.6,6.474971771240234,6.5822601318359375,6.547212600708008,11.487722396850586
