mode,load,0_resnet101-2,1_resnet101-2,2_resnet101-2,3_resnet101-2
mig,0.1,25.4976749420166,24.89328384399414,24.6121883392334,21.8203067779541
mig,0.2,21.6219425201416,23.163318634033203,19.22321319580078,20.281314849853516
mig,0.3,16.620635986328125,22.92943000793457,23.486852645874023,26.57294273376465
mig,0.4,23.04553985595703,21.07405662536621,20.734548568725586,23.938417434692383
mig,0.5,11.787652969360352,20.16615867614746,20.63274383544922,22.314071655273438
mig,0.7,17.046689987182617,20.197629928588867,20.529985427856445,25.01082420349121
mig,0.8,22.574663162231445,21.47388458251953,20.193815231323242,20.802974700927734
mig,0.9,21.843910217285156,20.786523818969727,20.60222625732422,20.731210708618164
mig,1.0,7.754325866699219,7.637739181518555,7.630586624145508,11.724233627319336
mig,0.6,10.113239288330078,9.949207305908203,9.879589080810547,12.38107681274414
