mode,load,0_mobilenet_v3_large-16,1_squeezenet1_1-32,2_vgg19-8
mps-uncap,0.8,2.820730209350586,3.5064220428466797,5.920648574829102
mps-uncap,0.9,2.8514862060546875,3.5028457641601562,5.94329833984375
mps-uncap,1.0,2.8831958770751953,3.5295486450195312,5.962848663330078
mps-uncap,0.5,2.8002262115478516,3.4945011138916016,5.911350250244141
mps-uncap,0.6,2.830028533935547,3.4859180450439453,5.922555923461914
mps-uncap,0.7,2.847433090209961,3.4842491149902344,5.918979644775391
mps-uncap,0.1,2.969503402709961,3.489255905151367,5.918025970458984
mps-uncap,0.2,2.810239791870117,3.500223159790039,5.916118621826172
mps-uncap,0.3,2.8085708618164062,3.4995079040527344,5.902528762817383
mps-uncap,0.4,2.8302669525146484,3.4911632537841797,5.901813507080078
