mode,load,0_mobilenet_v3_large-16,1_squeezenet1_1-32,2_vgg19-8
mps-uncap,0.8,13.917732238769531,9.558558464050293,9.64665412902832
mps-uncap,0.9,13.776636123657227,10.259222984313965,9.977197647094728
mps-uncap,1.0,15.212392807006836,10.557794570922852,10.53762435913086
mps-uncap,0.5,10.413169860839844,8.543252944946289,8.546829223632812
mps-uncap,0.6,10.980796813964842,8.974933624267578,8.992910385131836
mps-uncap,0.7,12.496662139892578,9.036397933959961,9.24062728881836
mps-uncap,0.1,8.267641067504883,4.100680351257324,6.59041404724121
mps-uncap,0.2,8.380699157714844,6.693840026855469,7.664299011230469
mps-uncap,0.3,8.655691146850588,7.6190948486328125,7.970714569091797
mps-uncap,0.4,9.200716018676758,7.986640930175781,8.21833610534668
