mode,load,0_mobilenet_v3_large-16,1_squeezenet1_1-32,2_vgg19-8
mps-uncap,0.8,8.659839630126953,7.6531171798706055,8.122920989990234
mps-uncap,0.9,10.291337966918945,8.674979209899902,8.816957473754883
mps-uncap,1.0,12.085676193237305,9.862422943115234,9.75656509399414
mps-uncap,0.5,7.224321365356445,4.080057144165039,6.686806678771973
mps-uncap,0.6,7.110118865966797,4.403352737426758,7.042884826660156
mps-uncap,0.7,7.597208023071289,5.192279815673828,7.449507713317871
mps-uncap,0.1,7.416486740112305,3.583192825317383,6.026506423950195
mps-uncap,0.2,7.430315017700195,3.5958290100097656,6.0443878173828125
mps-uncap,0.3,7.279872894287109,3.5910606384277344,6.03485107421875
mps-uncap,0.4,7.454872131347656,3.608584403991699,6.1492919921875
