mode,load,0_mobilenet_v3_large-16,1_squeezenet1_1-32,2_vgg19-8
mps-uncap,0.8,110.0916862487793,73.9600658416748,126.13797187805176
mps-uncap,0.9,118.38006973266602,177.33192443847656,199.22590255737305
mps-uncap,1.0,228.5788059234619,857.7902317047119,667.8116321563721
mps-uncap,0.5,34.36899185180664,30.257225036621094,39.336204528808594
mps-uncap,0.6,43.36953163146973,42.871713638305664,53.82680892944336
mps-uncap,0.7,63.59076499938965,51.76043510437012,68.02582740783691
mps-uncap,0.1,14.289617538452148,10.912179946899414,18.69368553161621
mps-uncap,0.2,22.96280860900879,13.266324996948242,20.131349563598633
mps-uncap,0.3,23.513317108154297,16.498804092407227,25.9397029876709
mps-uncap,0.4,29.64615821838379,33.69712829589844,27.31466293334961
