mode,load,0_mobilenet_v3_large-16,1_squeezenet1_1-32,2_vgg19-8
mps-uncap,0.8,0.049591064453125,1.672506332397461,4.647612571716309
mps-uncap,0.9,3.143787384033203,6.450176239013672,9.357690811157227
mps-uncap,1.0,28.6104679107666,238.68870735168457,291.81432723999023
mps-uncap,0.5,0.049591064453125,0.045418739318847656,0.04744529724121094
mps-uncap,0.6,0.04696846008300781,0.04482269287109375,0.04696846008300781
mps-uncap,0.7,0.047206878662109375,0.04744529724121094,0.9101629257202148
mps-uncap,0.1,0.06008148193359375,0.057697296142578125,0.058650970458984375
mps-uncap,0.2,0.057697296142578125,0.05125999450683594,0.05245208740234375
mps-uncap,0.3,0.053882598876953125,0.04649162292480469,0.04982948303222656
mps-uncap,0.4,0.053882598876953125,0.04696846008300781,0.048160552978515625
