mode,load,0_mobilenet_v3_large-16,1_squeezenet1_1-32,2_vgg19-8
mps-uncap,0.8,41.21842384338377,45.51482200622558,59.332063198089614
mps-uncap,0.9,60.36872863769531,109.83478784561116,108.96364212036133
mps-uncap,1.0,154.72446441650402,804.5492601394653,628.8017845153809
mps-uncap,0.5,16.460599899291992,12.306535243987978,17.03194379806522
mps-uncap,0.6,16.348404884338382,15.18305301666259,27.674627304077116
mps-uncap,0.7,24.340734481811513,23.178443908691403,30.59936761856085
mps-uncap,0.1,5.855226516723641,2.3286223411559983,5.725064277648929
mps-uncap,0.2,8.812799453735336,5.016756057739266,6.541075706481937
mps-uncap,0.3,8.788394927978521,6.159276962280269,9.692783355712876
mps-uncap,0.4,11.404306888580317,9.286439418792689,11.807856559753414
