mode,load,0_mobilenet_v3_large-16,1_squeezenet1_1-32,2_vgg19-8
mps-uncap,0.8,95.01981735229492,65.00077247619629,116.54877662658691
mps-uncap,0.9,110.43310165405273,167.30833053588867,188.81654739379883
mps-uncap,1.0,218.8708782196045,848.1581211090088,657.6595306396484
mps-uncap,0.5,26.127099990844727,20.0347900390625,29.870033264160156
mps-uncap,0.6,34.15226936340332,34.60526466369629,46.24128341674805
mps-uncap,0.7,51.431894302368164,45.2880859375,61.24520301818848
mps-uncap,0.1,7.366418838500977,7.220983505249023,11.484861373901367
mps-uncap,0.2,16.246795654296875,8.874893188476562,11.724710464477539
mps-uncap,0.3,17.184734344482422,11.749744415283203,19.63353157043457
mps-uncap,0.4,20.247936248779297,23.542404174804688,20.186662673950195
