mode,load,0_mobilenet_v3_large-16,1_squeezenet1_1-32,2_vgg19-8
mps-uncap,0.8,0.011205673217773438,0.010013580322265625,0.01049041748046875
mps-uncap,0.9,0.010967254638671875,0.009298324584960938,0.010013580322265625
mps-uncap,1.0,0.011682510375976562,0.010728836059570312,0.011444091796875
mps-uncap,0.5,0.011205673217773438,0.010728836059570312,0.011444091796875
mps-uncap,0.6,0.011682510375976562,0.007867813110351562,0.010251998901367188
mps-uncap,0.7,0.010728836059570312,0.01049041748046875,0.008821487426757812
mps-uncap,0.1,0.014543533325195312,0.011444091796875,0.011444091796875
mps-uncap,0.2,0.012159347534179688,0.011205673217773438,0.011920928955078125
mps-uncap,0.3,0.011444091796875,0.011444091796875,0.011205673217773438
mps-uncap,0.4,0.011920928955078125,0.01049041748046875,0.010728836059570312
