mode,load,0_mobilenet_v3_large-16,1_squeezenet1_1-32,2_vgg19-8
mps-uncap,0.8,25.36282539367676,25.545954704284668,32.40418434143067
mps-uncap,0.9,36.83834075927735,49.12889003753663,56.988239288330085
mps-uncap,1.0,108.54401588439943,637.1559143066406,556.5957546234132
mps-uncap,0.5,14.673089981079102,10.200023651123047,14.073491096496582
mps-uncap,0.6,15.146303176879883,13.165760040283205,18.695592880249023
mps-uncap,0.7,19.00010108947754,16.07151031494141,21.20351791381836
mps-uncap,0.1,8.447885513305664,4.532051086425783,7.465457916259765
mps-uncap,0.2,9.579753875732422,7.181406021118164,8.55398178100586
mps-uncap,0.3,10.726547241210938,8.00771713256836,10.208034515380858
mps-uncap,0.4,12.57774829864502,8.732795715332033,12.121629714965835
