mode,load,0_efficientnet_b7-8,1_efficientnet_b7-8
mig,0.1,24.914979934692383,30.069589614868164
mig,0.2,24.877071380615234,30.08246421813965
mig,0.3,24.912357330322266,30.151844024658203
mig,0.4,24.91617202758789,30.091047286987305
mig,0.5,24.895429611206055,30.11941909790039
mig,0.6,24.898529052734375,30.078887939453125
mig,0.7,24.91164207458496,30.11345863342285
mig,0.8,24.900436401367188,30.10106086730957
mig,0.9,24.951457977294922,30.147314071655273
mig,1.0,24.99866485595703,30.223369598388672
