mode,load,0_efficientnet_b7-8,1_efficientnet_b7-8
mig,0.1,25.630712509155273,30.431628227233887
mig,0.2,24.96182918548584,30.144691467285156
mig,0.3,24.981975555419922,30.22146224975586
mig,0.4,24.976491928100586,30.141830444335938
mig,0.5,24.968624114990234,30.193328857421875
mig,0.6,24.977684020996094,30.170917510986328
mig,0.7,24.982213973999023,30.187368392944336
mig,0.8,25.012850761413574,30.23052215576172
mig,0.9,25.329947471618652,30.61676025390625
mig,1.0,25.405287742614746,30.7464599609375
