mode,load,0_efficientnet_b7-8,1_efficientnet_b7-8
mig,0.1,35.333967208862305,38.40947151184082
mig,0.2,25.445842742919922,30.498266220092773
mig,0.3,25.470542907714844,30.49755096435547
mig,0.4,25.361204147338867,30.425167083740234
mig,0.5,25.31719207763672,30.497241020202637
mig,0.6,25.278091430664062,30.441880226135254
mig,0.7,25.263404846191406,30.498361587524418
mig,0.8,25.3326416015625,30.638504028320312
mig,0.9,25.589585304260254,30.9511661529541
mig,1.0,25.695013999938965,31.11577033996582
