mode,load,0_densenet201-16,1_densenet201-8,2_vgg11-16
mps-uncap,0.8,85.11762619018555,51.2422800064087,23.35429191589356
mps-uncap,0.9,123.54540824890138,167.85669326782227,47.59669303894043
mps-uncap,1.0,489.14504051208496,1342.6236867904663,244.68750953674314
mps-uncap,0.5,15.272736549377441,11.10100746154785,5.666971206665039
mps-uncap,0.6,22.811865806579593,19.364738464355472,8.936214447021483
mps-uncap,0.7,30.397248268127434,22.216320037841797,12.169265747070318
mps-uncap,0.1,0.07441043853759766,0.07255077362060547,0.07557868957519531
mps-uncap,0.2,0.06957054138183592,0.1683712005615183,2.2745609283447266
mps-uncap,0.3,1.6664505004882808,3.306150436401367,4.048585891723631
mps-uncap,0.4,5.771493911743185,6.178808212280283,4.7757625579834
