mode,load,0_densenet201-16,1_densenet201-8,2_vgg11-16
mps-uncap,0.8,0.014066696166992188,0.0133514404296875,0.009775161743164062
mps-uncap,0.9,0.012636184692382812,0.012874603271484375,0.010013580322265625
mps-uncap,1.0,0.015735626220703125,0.0152587890625,0.010728836059570312
mps-uncap,0.5,0.012874603271484375,0.014066696166992188,0.01049041748046875
mps-uncap,0.6,0.013828277587890625,0.013113021850585938,0.009775161743164062
mps-uncap,0.7,0.013113021850585938,0.013113021850585938,0.009298324584960938
mps-uncap,0.1,0.031948089599609375,0.019788742065429688,0.010967254638671875
mps-uncap,0.2,0.024557113647460938,0.021696090698242188,0.010728836059570312
mps-uncap,0.3,0.01239776611328125,0.014781951904296875,0.01049041748046875
mps-uncap,0.4,0.015735626220703125,0.013113021850585938,0.010251998901367188
