mode,load,0_densenet201-16,1_densenet201-8,2_vgg11-16
mps-uncap,0.8,16.086578369140625,11.911869049072266,5.399227142333984
mps-uncap,0.9,16.278982162475586,12.061119079589844,5.420446395874023
mps-uncap,1.0,16.019344329833984,11.941194534301758,5.42902946472168
mps-uncap,0.5,15.774011611938477,11.992216110229492,5.394458770751953
mps-uncap,0.6,15.774726867675781,11.98124885559082,5.367279052734375
mps-uncap,0.7,15.803813934326172,11.871814727783203,5.395174026489258
mps-uncap,0.1,15.865087509155273,12.10165023803711,5.360841751098633
mps-uncap,0.2,15.889644622802734,11.977910995483398,5.391120910644531
mps-uncap,0.3,15.911102294921875,12.115716934204102,5.379676818847656
mps-uncap,0.4,15.942096710205078,12.15982437133789,5.387306213378906
