mode,load,0_vgg13-16,1_mobilenet_v3_small-4,2_squeezenet1_0-2
mps-uncap,0.6,0.018358230590820312,4.291296005249023,5.865573883056641
mig,0.6,7.889032363891602,1.7946958541870117,0.8006095886230469
mps-uncap,0.7,0.01811981201171875,17.727017402648926,17.777442932128906
mig,0.7,12.821674346923828,3.0460357666015625,1.2782812118530273
mps-uncap,0.8,0.018596649169921875,812.0853900909424,6361.774563789368
mig,0.8,28.0914306640625,5.3185224533081055,2.3887157440185547
mps-uncap,0.9,0.018835067749023438,7603.70945930481,11216.862440109253
mig,0.9,56.48481845855713,10.808706283569336,4.816293716430664
mps-uncap,1.0,0.028133392333984375,10362.030267715454,15937.180757522583
mig,1.0,685.3063106536865,499.4375705718994,141.80374145507812
mps-uncap,1.1,2.377748489379883,17375.07963180542,19981.436491012573
mig,1.1,4734.463810920715,3880.112409591675,3655.592679977417
mps-uncap,1.2,3.6134719848632812,20485.737800598145,23506.453037261963
mig,1.2,8499.659538269043,7341.966152191162,7291.459798812866
mps-uncap,1.3,6.583929061889648,23961.01462841034,26769.147634506226
mig,1.3,10367.071151733398,10202.425956726074,9410.98690032959
