mode,load,0_efficientnet_b6-32,1_efficientnet_b6-32
mig,0.1,88.95182609558105,113.38105201721193
mig,0.2,99.35927391052245,130.02989292144775
mig,0.3,130.08017539978027,160.93425750732425
mig,0.4,138.32030296325686,213.19601535797122
mig,0.5,175.38022994995117,227.90589332580566
mig,0.6,227.6814699172974,366.2157535552981
mig,0.7,282.7699899673462,491.1407232284546
mig,0.8,1109.545230865479,1745.5891609191897
mig,0.9,2993.7946557998657,5677.318334579468
mig,1.0,2709.810757637024,12797.58358001709
