mode,load,0_efficientnet_b6-32,1_efficientnet_b6-32
mig,0.1,66.24937057495117,83.84537696838379
mig,0.2,70.59788703918457,148.0123996734619
mig,0.3,120.56875228881836,355.29112815856934
mig,0.4,244.2927360534668,289.5934581756592
mig,0.5,244.25840377807617,340.65914154052734
mig,0.6,361.3243103027344,488.53206634521484
mig,0.7,467.21744537353516,740.647554397583
mig,0.8,1847.1887111663818,1990.5426502227783
mig,0.9,3365.997552871704,6133.7645053863525
mig,1.0,3077.172040939331,13627.219200134277
