mode,load,0_efficientnet_b6-32,1_efficientnet_b6-32
mig,0.1,64.97488021850586,79.6207332611084
mig,0.2,65.7640838623047,114.8565578460693
mig,0.3,109.25853729248057,248.48815917968784
mig,0.4,158.30732345581055,214.5647525787353
mig,0.5,216.84163570404047,277.72954940795915
mig,0.6,288.00119161605807,444.1810321807855
mig,0.7,388.58407020568853,683.1615686416626
mig,0.8,1771.7810535430908,1905.0114941596985
mig,0.9,3261.1680817604065,5996.52413368225
mig,1.0,2921.509416103363,13454.135084152222
