mode,load,0_efficientnet_b6-32,1_efficientnet_b6-32
mig,0.1,134.41424369812015,160.71350574493408
mig,0.2,136.2726593017578,197.49937295913693
mig,0.3,179.86952781677257,330.1725769042972
mig,0.4,229.98143196105957,296.11266851425165
mig,0.5,287.18614578247065,359.33140754699724
mig,0.6,358.50950479507424,526.0724067687981
mig,0.7,459.33791875839233,765.7605290412904
mig,0.8,1841.2542915344238,1988.3976030349734
mig,0.9,3332.312121391296,6080.307502746582
mig,1.0,2992.9208064079285,13538.096714019775
