mode,load,0_efficientnet_b6-32,1_efficientnet_b6-32
mig,0.1,11.478185653686523,31.255197525024425
mig,0.2,29.554271697998033,48.616933822631836
mig,0.3,59.852027893066406,79.53133583068849
mig,0.4,68.48378181457522,131.48353099823
mig,0.5,105.3682804107666,145.8841323852539
mig,0.6,157.17613697052013,284.5667362213136
mig,0.7,211.76822185516357,408.34999084472656
mig,0.8,1038.8919830322268,1663.0672931671143
mig,0.9,2922.1198320388794,5593.349027633667
mig,1.0,2638.045358657837,12713.46802711487
