mode,load,0_efficientnet_b6-32,1_efficientnet_b6-32
mig,0.1,0.043392181396484375,0.04267692565917969
mig,0.2,0.041484832763671875,0.042557716369628906
mig,0.3,0.03981590270996094,0.03695487976074219
mig,0.4,0.043392181396484375,5.637884140014648
mig,0.5,8.312225341796875,12.202978134155273
mig,0.6,39.58463668823242,83.00948143005371
mig,0.7,55.991530418395996,131.89172744750977
mig,0.8,117.27428436279297,747.7761507034302
mig,0.9,1933.4087371826172,2190.69242477417
mig,1.0,2135.266661643982,5169.461011886597
