mode,load,0_efficientnet_b6-32,1_efficientnet_b6-32
mig,0.1,135.85925102233887,164.9465560913086
mig,0.2,140.7012939453125,229.49647903442383
mig,0.3,190.0174617767334,436.8433952331543
mig,0.4,313.83371353149414,372.97940254211426
mig,0.5,314.8059844970703,422.2879409790039
mig,0.6,431.81514739990234,570.6143379211426
mig,0.7,535.8419418334961,822.9923248291016
mig,0.8,1918.4350967407227,2070.8885192871094
mig,0.9,3436.8467330932617,6217.334270477295
mig,1.0,3148.653268814087,13711.393117904663
