mode,load,0_alexnet-8,1_resnet152-32,2_squeezenet1_0-2
mps-uncap,0.8,0.0073909759521484375,0.01430511474609375,0.008344650268554688
mps-uncap,0.9,0.007152557373046875,0.013589859008789062,0.008344650268554688
mps-uncap,1.0,0.0073909759521484375,0.014543533325195312,0.008106231689453125
mps-uncap,0.5,0.009059906005859375,0.0133514404296875,0.00858306884765625
mps-uncap,0.6,0.008821487426757812,0.014066696166992188,0.009059906005859375
mps-uncap,0.7,0.0073909759521484375,0.012874603271484375,0.009059906005859375
mps-uncap,0.1,0.010728836059570312,0.014066696166992188,0.009298324584960938
mps-uncap,0.2,0.008821487426757812,0.013589859008789062,0.009775161743164062
mps-uncap,0.3,0.00858306884765625,0.014066696166992188,0.010251998901367188
mps-uncap,0.4,0.009298324584960938,0.013828277587890625,0.00858306884765625
