mode,load,0_alexnet-8,1_resnet152-32,2_squeezenet1_0-2
mps-uncap,0.8,2.5637149810791016,57.82520771026611,4.743814468383789
mps-uncap,0.9,4.295110702514648,79.75053787231445,6.5299272537231445
mps-uncap,1.0,8.097648620605469,326.61545276641846,46.13137245178223
mps-uncap,0.5,1.4677047729492188,30.27510643005371,2.6655197143554688
mps-uncap,0.6,1.8110275268554688,32.05132484436035,2.9230117797851562
mps-uncap,0.7,2.019643783569336,40.89641571044922,3.4351348876953125
mps-uncap,0.1,1.399397850036621,25.742769241333008,2.6426315307617188
mps-uncap,0.2,1.3363361358642578,26.398658752441406,2.540111541748047
mps-uncap,0.3,1.3387203216552734,27.358651161193848,2.586960792541504
mps-uncap,0.4,1.4073848724365234,29.138803482055664,2.5849342346191406
