mode,load,0_densenet169-4,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.8,101.67622566223145,40.25697708129883,32.21845626831055
mps-uncap,0.9,285.37607192993164,57.58547782897949,58.81476402282715
mps-uncap,1.0,475.62122344970703,142.03381538391113,149.4760513305664
mps-uncap,0.5,67.65007972717285,23.428916931152344,15.897035598754883
mps-uncap,0.6,66.0395622253418,31.287670135498047,17.644882202148438
mps-uncap,0.7,121.54030799865723,31.19206428527832,20.42698860168457
mps-uncap,0.1,51.29551887512207,18.140792846679688,6.521701812744141
mps-uncap,0.2,54.15654182434082,24.997711181640625,9.18889045715332
mps-uncap,0.3,47.7447509765625,33.068180084228516,13.128280639648438
mps-uncap,0.4,51.05328559875488,28.790950775146484,15.512466430664062
