mode,load,0_densenet169-4,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.8,86.70186996459961,36.61394119262695,29.41417694091797
mps-uncap,0.9,268.83840560913086,54.421424865722656,55.95707893371582
mps-uncap,1.0,458.1930637359619,138.36240768432617,146.64649963378906
mps-uncap,0.5,57.715415954589844,21.199941635131836,13.661861419677734
mps-uncap,0.6,50.95100402832031,29.006242752075195,15.65408706665039
mps-uncap,0.7,105.43608665466309,27.297258377075195,17.906904220581055
mps-uncap,0.1,35.523414611816406,13.023138046264648,4.171133041381836
mps-uncap,0.2,38.65504264831543,21.233797073364258,6.594181060791016
mps-uncap,0.3,35.14575958251953,29.436349868774414,10.616540908813477
mps-uncap,0.4,39.2603874206543,25.212764739990234,13.339042663574219
