mode,load,0_densenet169-4,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.8,38.18173408508301,10.912132263183594,9.921002388000488
mps-uncap,0.9,83.65623950958252,14.89377021789551,18.90587806701661
mps-uncap,1.0,306.0925006866455,66.32637977600098,79.36315536499023
mps-uncap,0.5,26.49083137512207,9.8477840423584,5.442786216735839
mps-uncap,0.6,28.21207046508789,8.936834335327156,5.91278076171875
mps-uncap,0.7,32.796430587768555,9.602546691894531,7.048130035400391
mps-uncap,0.1,25.54941177368164,7.83050060272217,3.077030181884766
mps-uncap,0.2,26.045322418212898,10.273885726928711,3.828191757202148
mps-uncap,0.3,25.7723331451416,11.721849441528322,4.714012145996094
mps-uncap,0.4,26.713132858276367,10.908055305480959,4.9776554107666025
