mode,load,0_densenet169-4,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.8,16.29638671875,4.4907331466674805,3.969550132751465
mps-uncap,0.9,28.208494186401367,5.853891372680664,6.347298622131348
mps-uncap,1.0,118.46041679382324,25.097012519836426,21.63100242614746
mps-uncap,0.5,14.886617660522461,4.881143569946289,2.672553062438965
mps-uncap,0.6,14.424562454223633,4.171609878540039,2.711057662963867
mps-uncap,0.7,15.450477600097656,4.007816314697266,3.008723258972168
mps-uncap,0.1,23.49865436553955,5.818009376525879,2.6772022247314453
mps-uncap,0.2,17.669200897216797,5.928993225097656,2.689361572265625
mps-uncap,0.3,17.25924015045166,6.252527236938477,2.8374195098876953
mps-uncap,0.4,16.89755916595459,5.444765090942383,2.7627944946289062
