mode,load,0_densenet169-4,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.8,62.467422485351555,20.34638404846191,17.59875774383547
mps-uncap,0.9,194.32851791381853,32.124528884887695,38.888044357299805
mps-uncap,1.0,421.73201084136974,109.43729877471922,113.1755375862122
mps-uncap,0.5,43.217096328735344,16.34441375732422,9.233088493347163
mps-uncap,0.6,44.01999473571774,15.838737487792967,10.36083698272705
mps-uncap,0.7,67.14792251586904,16.44468307495117,12.629289627075195
mps-uncap,0.1,39.39059972763062,11.837692260742188,5.029582977294922
mps-uncap,0.2,44.29275989532471,16.17002487182616,5.854053497314456
mps-uncap,0.3,36.411046981811516,20.075321197509762,7.463335990905762
mps-uncap,0.4,42.47176408767701,17.90478229522706,8.010063171386712
