mode,load,0_densenet169-4,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.8,12.8173828125,3.121614456176758,2.421140670776367
mps-uncap,0.9,14.967918395996094,3.164529800415039,2.5310516357421875
mps-uncap,1.0,17.46392250061035,3.531932830810547,2.6175975799560547
mps-uncap,0.5,12.251138687133789,3.7229061126708984,2.415895462036133
mps-uncap,0.6,12.150764465332031,3.368854522705078,2.324342727661133
mps-uncap,0.7,12.354373931884766,2.9401779174804688,2.271890640258789
mps-uncap,0.1,23.25761318206787,5.659699440002441,2.5959014892578125
mps-uncap,0.2,17.208576202392578,5.64265251159668,2.573251724243164
mps-uncap,0.3,16.131043434143066,5.528450012207031,2.5949478149414062
mps-uncap,0.4,13.251423835754395,3.9467811584472656,2.4857521057128906
