mode,load,0_densenet169-4,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.8,0.010967254638671875,0.008106231689453125,0.008106231689453125
mps-uncap,0.9,0.012159347534179688,0.008344650268554688,0.007867813110351562
mps-uncap,1.0,0.01049041748046875,0.009298324584960938,0.008106231689453125
mps-uncap,0.5,0.010251998901367188,0.008344650268554688,0.009775161743164062
mps-uncap,0.6,0.011444091796875,0.007867813110351562,0.008106231689453125
mps-uncap,0.7,0.011444091796875,0.008106231689453125,0.007867813110351562
mps-uncap,0.1,0.015020370483398438,0.011444091796875,0.01049041748046875
mps-uncap,0.2,0.012159347534179688,0.009298324584960938,0.0095367431640625
mps-uncap,0.3,0.0133514404296875,0.010967254638671875,0.009298324584960938
mps-uncap,0.4,0.011920928955078125,0.009775161743164062,0.0095367431640625
