mode,load,0_densenet169-4,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.8,18.224477767944336,5.267858505249023,4.231691360473633
mps-uncap,0.9,18.52130889892578,4.477739334106445,4.023313522338867
mps-uncap,1.0,20.22266387939453,4.847049713134766,4.010677337646484
mps-uncap,0.5,23.85854721069336,6.407022476196289,3.34930419921875
mps-uncap,0.6,22.71246910095215,6.099939346313477,3.6766529083251953
mps-uncap,0.7,18.340110778808594,5.467653274536133,3.2465457916259766
mps-uncap,0.1,27.71592140197754,7.097959518432617,3.379344940185547
mps-uncap,0.2,27.070283889770508,7.007837295532227,3.676891326904297
mps-uncap,0.3,26.96061134338379,7.331609725952148,3.9348602294921875
mps-uncap,0.4,27.02045440673828,9.016990661621094,3.4155845642089844
