mode,load,0_densenet169-4,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.8,15.471744537353516,3.66506576538086,2.84426212310791
mps-uncap,0.9,17.34170913696289,3.5067081451416016,2.918505668640137
mps-uncap,1.0,17.969655990600586,3.9086341857910156,2.8591156005859375
mps-uncap,0.5,17.372846603393555,5.029487609863281,2.713894844055176
mps-uncap,0.6,16.094779968261722,4.071712493896484,2.6547908782958984
mps-uncap,0.7,15.891933441162111,3.801584243774414,2.695798873901367
mps-uncap,0.1,24.89316463470459,6.156706809997559,2.8609752655029297
mps-uncap,0.2,24.081563949584964,6.236934661865234,2.8600692749023438
mps-uncap,0.3,18.520832061767578,6.312799453735352,2.8879642486572266
mps-uncap,0.4,18.06778907775879,5.835771560668945,2.821207046508789
