mode,load,0_densenet169-4,1_mobilenet_v2-8,2_squeezenet1_0-8
mps-uncap,0.8,24.779987335205078,7.763099670410159,7.443523406982424
mps-uncap,0.9,67.88914203643802,11.720323562622072,16.299295425415043
mps-uncap,1.0,289.9054527282715,62.69729137420654,76.7018795013428
mps-uncap,0.5,13.642930984497077,6.056261062622073,3.055095672607422
mps-uncap,0.6,15.661716461181655,5.474615097045899,3.567218780517578
mps-uncap,0.7,19.58084106445313,6.466865539550781,4.705786705017091
mps-uncap,0.1,0.06878376007080078,2.3567438125610387,0.15063285827636724
mps-uncap,0.2,9.495544433593755,4.753160476684569,1.4213085174560547
mps-uncap,0.3,9.72282886505127,6.153154373168945,2.232074737548828
mps-uncap,0.4,12.898015975952156,6.279468536376955,2.478790283203126
