mode,load,0_resnet152-4,1_resnet18-32,2_squeezenet1_0-16
mps-uncap,0.8,81.71970844268807,48.3475923538208,85.45417785644533
mps-uncap,0.9,217.49420166015625,711.6785526275635,4075.5050659179688
mps-uncap,1.0,809.1697931289673,8103.311824798585,3098.078441619873
mps-uncap,0.5,29.74867820739746,14.658451080322266,11.095762252807617
mps-uncap,0.6,35.56900024414064,20.470976829528816,13.917875289916994
mps-uncap,0.7,49.76983070373536,25.769948959350586,25.017976760864258
mps-uncap,0.1,31.89694881439209,11.31105422973633,7.965230941772461
mps-uncap,0.2,30.870795249938965,10.387063026428223,7.917237281799317
mps-uncap,0.3,29.21128273010254,11.995553970336914,8.983373641967773
mps-uncap,0.4,28.055191040039062,12.906885147094727,9.846591949462894
