mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_efficientnet_b7-4,3_efficientnet_b7-4
mig,0.1,38.80846500396729,38.100481033325195,37.81116008758545,54.20053005218506
mig,0.2,47.72031307220459,42.23396778106689,39.545392990112305,84.0578079223633
mig,0.3,50.973033905029304,51.17654800415039,50.86884498596191,92.43717193603517
mig,0.4,51.73773765563965,61.105966567993164,58.02597999572755,107.7249526977539
mig,0.5,69.71709728240967,76.10661983489992,69.02952194213867,132.34300613403323
mig,0.6,101.62272453308107,92.36836433410645,97.02389240264893,159.9411964416504
mig,0.7,124.44849014282227,125.89435577392574,112.31253147125246,203.2622814178467
mig,0.8,220.19848823547363,206.7563533782959,231.66623115539562,668.5581207275392
mig,0.9,672.1839904785156,479.2959690093994,363.75346183776867,739.0079498291016
mig,1.0,3902.3806571960454,3284.844398498535,3328.848457336426,2168.0231571197514
