mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_efficientnet_b7-4,3_efficientnet_b7-4
mig,0.1,26.235690116882324,32.96475410461415,25.20027875900268,46.053946018219044
mig,0.2,40.45838117599487,40.41546583175659,48.22858572006226,65.83706140518194
mig,0.3,69.25323486328122,62.29515075683621,58.724269866943246,95.22982597351076
mig,0.4,65.85061073303217,109.0766191482544,70.12010574340816,118.19621562957754
mig,0.5,80.69648504257201,129.92245197296143,97.2380065917969,158.94696474075343
mig,0.6,149.360556602478,128.969085216522,160.27460813522342,171.9002008438112
mig,0.7,165.56554794311523,198.58290672302243,156.0953879356384,271.2585926055907
mig,0.8,353.2401180267327,402.3167610168453,359.9500179290773,819.0482187271118
mig,0.9,941.1072969436646,572.51296043396,445.06678104400635,941.593742370605
mig,1.0,4398.6258935928345,3535.290234088897,3778.539090156555,2522.426471710205
