mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_efficientnet_b7-4,3_efficientnet_b7-4
mig,0.1,0.012874603271484375,0.012874603271484375,0.014781951904296875,0.015735626220703125
mig,0.2,0.013113021850585938,0.009775161743164062,0.013113021850585938,0.013828277587890625
mig,0.3,0.011920928955078125,0.011920928955078125,0.012159347534179688,0.013828277587890625
mig,0.4,0.01239776611328125,0.011920928955078125,0.011920928955078125,0.012636184692382812
mig,0.5,0.01239776611328125,0.01239776611328125,0.012159347534179688,0.012874603271484375
mig,0.6,0.011920928955078125,0.010013580322265625,0.01239776611328125,0.013113021850585938
mig,0.7,0.012159347534179688,0.01049041748046875,0.01239776611328125,0.013828277587890625
mig,0.8,0.01239776611328125,0.01239776611328125,0.012874603271484375,0.013589859008789062
mig,0.9,0.012874603271484375,0.01239776611328125,0.01239776611328125,0.016927719116210938
mig,1.0,0.014066696166992188,0.012874603271484375,0.0133514404296875,0.01621246337890625
