mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_efficientnet_b7-4,3_efficientnet_b7-4
mig,0.1,16.15313709646271,16.5144360065497,13.624870687146636,7.573334245911394
mig,0.2,31.682845134003603,32.22067512744306,30.907582320371162,16.097800226040032
mig,0.3,48.094539532453396,45.927299676270636,47.996511796491895,23.344270379308874
mig,0.4,59.240608299086844,62.788702571109326,62.495164622091856,32.96254063452512
mig,0.5,75.07107918784364,81.23786793533624,79.80550639846118,41.35652771666748
mig,0.6,95.08731555220245,95.14914196609851,96.35115720555943,45.67395970113073
mig,0.7,108.78703845687643,111.49054798413643,106.68074311365054,54.400126030757605
mig,0.8,124.23076754301358,127.13521132795036,129.99680803370723,67.41166577922559
mig,0.9,144.81470254812405,142.85288192568254,139.81535610982192,74.78117121223586
mig,1.0,148.3334483740366,147.11138720063127,144.1434533839074,74.95660518736194
