mode,load,0_densenet169-16,1_mobilenet_v3_small-4,2_vgg19-4
mps-uncap,0.8,82.85872936248781,13.442802429199224,21.44713401794434
mps-uncap,0.9,123.04453849792482,21.155881881713867,36.475181579589844
mps-uncap,1.0,873.3764648437501,3677.9746055603027,1166.8681621551514
mps-uncap,0.5,31.98063373565674,10.490036010742196,8.673572540283208
mps-uncap,0.6,39.1098976135254,9.955358505249022,10.632562637329103
mps-uncap,0.7,56.04114532470704,10.086441040039066,14.791107177734377
mps-uncap,0.1,25.191545486450195,6.6953420639038095,4.353451728820801
mps-uncap,0.2,25.021696090698242,10.078382492065426,5.433130264282227
mps-uncap,0.3,27.678775787353516,11.195039749145508,6.244897842407227
mps-uncap,0.4,28.913211822509766,11.693954467773446,7.035970687866211
