mode,load,0_densenet169-16,1_mobilenet_v3_small-4,2_vgg19-4
mps-uncap,0.8,60.562396049499526,9.94954109191895,16.334962844848633
mps-uncap,0.9,100.51088333129888,17.608070373535156,31.481361389160163
mps-uncap,1.0,848.1260776519775,3673.3668327331543,1161.6222381591801
mps-uncap,0.5,14.633417129516602,6.3415527343750036,4.272794723510742
mps-uncap,0.6,19.498729705810558,6.282520294189453,6.155967712402344
mps-uncap,0.7,36.13591194152832,6.477141380310065,10.099649429321289
mps-uncap,0.1,0.07128715515136719,1.463913917541507,0.06914138793945312
mps-uncap,0.2,5.489969253540047,4.511070251464842,0.8272647857666054
mps-uncap,0.3,11.052751541137697,5.945301055908204,2.1588087081909193
mps-uncap,0.4,12.379431724548342,6.903553009033205,3.1479597091674805
