mode,load,0_densenet169-16,1_mobilenet_v3_small-4,2_vgg19-4
mps-uncap,0.8,205.63387870788574,43.169498443603516,68.21036338806152
mps-uncap,0.9,253.62491607666016,100.51393508911133,112.70809173583984
mps-uncap,1.0,1081.8321704864502,4135.639667510986,1313.5590553283691
mps-uncap,0.5,66.04409217834473,27.53615379333496,26.111602783203125
mps-uncap,0.6,132.27009773254395,27.95720100402832,27.938127517700195
mps-uncap,0.7,124.96709823608398,30.716419219970703,44.112205505371094
mps-uncap,0.1,56.06579780578613,14.91403579711914,11.199235916137695
mps-uncap,0.2,58.93349647521973,25.137901306152344,14.845848083496094
mps-uncap,0.3,54.297447204589844,25.805950164794922,15.492677688598633
mps-uncap,0.4,57.75785446166992,34.188270568847656,25.06852149963379
