mode,load,0_densenet169-16,1_mobilenet_v3_small-4,2_vgg19-4
mps-uncap,0.8,142.5534987449646,22.337384223937978,36.312894821167035
mps-uncap,0.9,181.1403465270993,54.91030693054187,65.82995414733881
mps-uncap,1.0,962.625865936279,4093.3290195465092,1281.1473178863525
mps-uncap,0.5,29.798924922943144,14.130473136901859,11.100516319274906
mps-uncap,0.6,59.90548133850103,13.630452156066884,13.79615306854248
mps-uncap,0.7,83.84660720825188,13.995740413665784,24.81854915618897
mps-uncap,0.1,19.958758354186905,5.9665274620056215,2.8096723556518555
mps-uncap,0.2,23.414049148559563,10.652382373809813,4.144957065582279
mps-uncap,0.3,22.047982215881337,13.041296005249007,5.164339542388915
mps-uncap,0.4,28.154790401458726,14.874162673950226,8.570826053619362
